hour,EEX2018,EEX2015,EEX2035,Residualload2018,EEX2020
7503,62.84,30.7,7.659270711,57.812,33.71
7504,64.81,31.08,9.72989626,59.034,39.8
7505,67.4,31.08,6.866812374,59.51,43.7
7506,69.72,42.43,10.49848667,60.632,48.62
7507,68.16,41.6,26.03446862,58.575,47.96
7508,66.44,31.97,45.04135156,55.062,46
7509,60.42,30.23,41.18152237,49.895,43.82
7510,52.94,25.19,26.02049804,46.397,40.31
7511,47.28,20.94,19.45736897,43.371,39.1
7512,42.71,9.5,17.05860812,37.419,37
7513,42.69,11.6,12.50427947,33.15,32.5
7514,40.49,10.66,10.59470047,29.528,32.08
7515,38.79,4.49,9.961762191,27.5,31.95
7516,38.92,10.08,5.431736403,26.413,31.1
7517,38.2,12.83,11.48796725,25.206,31
7518,38.23,15.11,17.35668902,25.325,33.15
7519,38.78,28.32,16.69429855,25.65,44.37
7520,40.31,36.8,19.42211844,28.445,48.88
7521,42.71,35.63,20.06614113,31.805,49.95
7522,43.23,28.25,31.44049766,34.749,48
7523,43.69,25.63,41.04062851,36.711,46.64
7524,43.75,27.95,62.22812864,37.209,46.26
7525,43.74,26.68,65.70586895,36.473,46.02
7526,42.87,29.09,61.71993735,36.46,46.42
7527,45.07,32.55,60.81603445,37.133,47.59
7528,49.31,36.4,67.54516804,38.745,49.67
7529,49.44,39.25,77.82805817,40.02,50.99
7530,50.91,51.93,77.90846709,42.013,71.92
7531,49.75,54.94,97.44154977,40.629,61.61
7532,47.78,44.97,84.36669432,37.765,55.96
7533,42.93,38.95,88.17665698,34.395,48.04
7534,41.21,32.8,78.75682732,31.313,44.54
7535,41.19,32.98,84.68808019,30.52,42.04
7536,39.58,24.35,80.62329629,27.099,36.45
7537,34.58,26.46,83.84711153,24.65,33.67
7538,30.67,24.04,79.4561807,22.533,33.6
7539,37.93,22.92,81.05290982,21.537,32.77
7540,35.84,22.42,81.01873649,20.941,32
7541,34.05,21.46,83.27480608,20.701,32.8
7542,34.15,25.41,93.53591872,20.098,35.46
7543,33.96,33.28,91.56961181,19.483,45.46
7544,37.98,38.95,94.07858283,20.789,50.23
7545,40.05,38.71,91.13826997,23.37,54.18
7546,41.26,38.98,92.63246308,25.12,52.8
7547,42.08,38.23,89.87061042,24.922,52.97
7548,42.25,39.94,88.75649201,25.791,52.39
7549,41.14,37.98,91.24973137,25.032,50.82
7550,38.59,35.34,89.97254224,23.947,50
7551,40.41,34.78,89.96714057,25.111,51.21
7552,42.38,35.71,92.93913125,29.215,57.16
7553,44.75,38.48,97.13259373,32.048,57.47
7554,46.51,48.88,100.4852911,35.692,79.72
7555,45.12,52.57,113.0117847,34.75,68.33
7556,43.85,48.84,97.84428001,33.314,57.85
7557,43.04,41.25,87.95311271,30.98,50
7558,41.64,34.49,86.66615481,30.625,44.78
7559,42.67,34.75,89.31118653,32.39,42.89
7560,38.58,28.03,75.44886993,30.396,37.03
7561,36.1,25.13,54.82427469,28.659,40.07
7562,37.8,24.74,53.97014944,28.385,37.9
7563,38.33,21.06,50.38607755,29.096,34.27
7564,39.2,21.02,50.63344526,30.996,34.04
7565,38.57,24.02,41.62353467,33.243,33.73
7566,43.54,27.93,44.77002746,39.136,35.92
7567,64.68,31.02,40.27292365,49.445,45.48
7568,69.87,37.02,55.24317245,54.913,50.95
7569,68.71,38.4,51.13193197,55.43,51.76
7570,61.15,35.79,56.28549437,53.265,50
7571,58.71,32.01,62.38946452,52.595,50
7572,54.76,31.44,62.28918327,52.187,50.43
7573,63.58,29.98,65.49084126,52.015,48
7574,65.07,32.07,61.15424185,52.097,48.24
7575,67.05,37,64.77525937,53.256,49
7576,67.87,43.97,77.69932126,55.028,52.12
7577,67.63,46.74,74.62991016,54.987,50.85
7578,66.76,63.83,80.68535757,55.983,64.32
7579,63.48,69.49,100.8798287,54.605,51.82
7580,59.16,55.97,80.01733279,52.695,49
7581,51.64,44.08,74.64202603,49.337,44.91
7582,46.9,36.57,72.51150916,46.12,37.63
7583,45.34,35.89,69.12003135,43.908,37
7584,41.81,29.54,65.54232631,39.857,33.97
7585,44.54,30.04,69.23048408,37.828,32.67
7586,46.31,29.28,70.84315759,36.557,32.99
7587,45.31,28.47,66.82233548,35.563,31.16
7588,44.88,26.66,68.6614117,35.83,30
7589,46.03,25.35,77.01237367,36.968,29.18
7590,47.28,29.13,79.69579403,40.243,33.45
7591,62.14,35.78,71.32334828,47.815,39.82
7592,67.91,44.67,73.69070523,51.911,45.95
7593,69.89,46.99,70.19462492,52.178,47.21
7594,64.69,42.15,86.85463803,50.668,45.94
7595,64.2,37.97,84.64703736,49.068,44.28
7596,54.43,36,76.40728491,48.318,42.53
7597,48.52,31.6,82.82742548,45.853,41.13
7598,47.91,32,70.8692533,44.53,41
7599,48.31,30.97,80.92633968,44.726,44.04
7600,49.94,32.07,82.56491488,46.425,45.16
7601,52.75,33.96,81.8735377,46.67,46.34
7602,64.3,40.5,95.81947558,49.163,49.97
7603,62.16,33.03,92.96773869,48.506,52.72
7604,57.97,30.02,86.28721433,46.171,50.98
7605,49.23,28.43,89.57195125,42.803,44.08
7606,46.69,24.01,81.99677382,39.118,37.4
7607,45.52,24.69,80.61021456,36.522,39.66
7608,43.68,16.39,77.04546511,33.331,35.4
7609,43.14,16.41,85.3669097,30.594,33.44
7610,43.13,16.08,82.34101452,30.714,31.4
7611,43.15,11.83,77.40899688,32.422,30.08
7612,45.28,10.54,75.96464507,34.274,29.38
7613,45.78,10.58,69.7757454,37.243,29.5
7614,48.52,11.87,71.89203202,42.074,30.01
7615,60.08,10.71,66.48303828,51.064,37.97
7616,69.75,12.89,84.0477508,57.285,46.48
7617,71.04,17.04,87.55405591,58.585,48.05
7618,69.87,20,93.3050591,57.054,46.49
7619,67.14,17.22,100.8986878,56.445,45.1
7620,66.03,15.77,96.71239685,56.703,44.7
7621,62.23,15.82,93.75933576,56.598,43.99
7622,64.18,15.42,83.38759874,57.262,42.36
7623,65.9,19.4,89.94123252,58.789,44.77
7624,70.1,22.65,102.9375268,61.494,45.44
7625,73.98,30.1,108.6376917,62.652,45.98
7626,83.47,42.15,116.6327029,64.604,49.26
7627,80.13,44.55,122.1948819,63.612,50.05
7628,74.9,39.31,88.59989893,61.146,47.75
7629,68.88,30.07,86.74482877,57.23,42.93
7630,63,22.5,88.60260429,53.387,35.47
7631,54.85,21.63,86.92194148,50.598,39.98
7632,50.3,22.05,78.32134168,47.462,36.94
7633,51.67,24.95,72.4352111,44.808,37.02
7634,50.8,21.18,71.48943583,43.994,35.54
7635,51.27,20.72,71.69173228,43.575,32.25
7636,50.29,17.72,70.24186408,44.225,32.05
7637,51.03,17.1,66.92766553,45.95,32.1
7638,53.17,18.31,72.47412851,49.218,32.1
7639,65.05,16.83,70.63903309,56.928,32.42
7640,73.16,17.38,70.46129933,61.985,37.69
7641,74.44,17.87,72.98586703,61.938,42
7642,73.27,22.72,73.16345839,60.562,41.97
7643,70,23.17,77.17189764,60.085,41.29
7644,68.4,23.26,79.91800511,59.19,41.96
7645,67.19,23.33,87.08525475,58.001,42.04
7646,67.51,17.03,74.79192366,57.745,38.08
7647,68.43,15.77,75.38701986,58.755,36.31
7648,73.1,20.39,75.47226138,61.521,39.46
7649,74.47,24.05,77.72356148,61.728,41.62
7650,79.7,33.7,85.25644889,62.484,44.57
7651,73.1,43.69,93.007668,60.344,44.56
7652,70.35,32.14,83.14835234,57.484,39.63
7653,61.38,34.95,77.1425674,53.417,33.21
7654,53.52,34.96,73.62771522,49.881,28.18
7655,53.06,24.69,71.07000182,46.527,28
7656,49.14,26.06,63.99157722,42.2,21.55
7657,46.42,25.27,63.23656553,39.14,4.04
7658,49.67,22.44,61.78494381,37.751,2.53
7659,48.14,21.51,58.52668866,37.058,1.76
7660,48.91,20.4,62.31564759,37.926,0.13
7661,49.11,21.74,63.98501245,39.614,0.79
7662,50.4,23.06,56.19362896,42.587,0.5
7663,63.48,32.96,65.37609609,49.414,0.97
7664,68.32,33.1,68.63111016,54.608,4.28
7665,72.64,32.68,68.45904726,54.93,10.8
7666,68.76,29.01,64.09503523,52.193,14.72
7667,69.17,27.81,73.09303332,50.448,11.75
7668,63.5,27.86,71.73557907,49.27,13.99
7669,60.19,27.87,74.84497627,48.167,13.46
7670,63.35,29.02,66.05994824,49.499,6.61
7671,66.86,31,60.40071978,52.261,5.88
7672,68.04,35.87,73.09333365,55.762,16.98
7673,69.97,38.94,68.32373194,54.798,18.32
7674,67.76,46.42,67.17105816,52.937,19.2
7675,58.41,43.44,74.99704807,49.456,21.49
7676,52.03,37.06,66.90394158,46.86,4.96
7677,46.53,37.73,62.29178648,43.178,-0.57
7678,45.77,30.97,82.31292068,39.722,0.06
7679,45.23,30.75,63.72072797,38.406,1.77
7680,43.8,25.37,57.24707358,34.449,0.87
7681,43.71,24.64,66.4337795,30.627,-0.55
7682,38.43,24.65,66.54130719,28.342,0.04
7683,43.81,21.92,64.72520342,28.235,-1.95
7684,42.03,21.37,62.81843264,27.437,-5.29
7685,42.87,22.5,71.47254951,27.527,-1.52
7686,41.16,24.67,72.93947147,27.128,0.59
7687,44.22,30.27,63.84311596,28.652,25.11
7688,46.19,36.6,65.74734434,33.758,41.43
7689,46.17,38.75,76.00194735,39.059,42.83
7690,46.9,38.27,63.37562615,38.226,41.04
7691,46.82,38.91,64.39759537,36.089,35.05
7692,46.9,41.26,67.36350448,35.39,30.85
7693,46.4,37.94,78.87369389,33.513,29.38
7694,46.4,35.93,77.06213985,34.645,35.03
7695,46.89,36.05,81.89224446,38.315,41.28
7696,52.83,36.3,80.8668126,43.01,42.89
7697,59.66,38.5,79.66461376,43.342,44.87
7698,58.2,41,87.75590178,44.453,46.61
7699,60.62,39.49,90.4967844,43.68,50.99
7700,58.12,37.84,83.20062311,42.154,47.63
7701,51.62,31,78.85168224,38.934,38.17
7702,48.18,26.45,79.39164842,37.316,35.59
7703,53.45,23.49,85.14244797,37.418,32.76
7704,45.39,13.5,78.55427375,35.287,30.94
7705,46.23,-0.92,70.39783667,32.071,32.05
7706,43.86,-0.1,59.21036004,30.504,32.03
7707,42.94,-19.95,51.55822233,29.796,28.88
7708,43.93,-8.73,49.55415057,30.638,25.27
7709,44.28,-0.09,55.76871789,31.463,25.42
7710,43.38,10.74,65.83074242,31.796,30.3
7711,45.33,21,62.03764014,31.874,37.09
7712,49.07,27.04,64.03686273,33.478,42.2
7713,47.5,26.97,82.59908697,35.088,45.43
7714,49.42,25.52,78.44398245,34.385,44.7
7715,47.96,25.42,84.60464216,33.084,41.29
7716,48.4,25.54,85.21198564,34.293,41.63
7717,50.15,24.9,85.91543781,34.147,40.85
7718,48.28,24.92,85.60032612,33.005,40.02
7719,48.4,27.68,83.55661888,34.373,42.34
7720,51.59,33.92,88.06661208,37.114,43.28
7721,51.67,36.97,82.88542606,38.853,43.8
7722,53.67,50.99,109.1954743,40.053,47.25
7723,53.18,42.44,102.478666,38.714,50
7724,49.52,33.93,91.02647729,36.384,47.51
7725,46.96,29.41,84.50221185,33.077,43.83
7726,46.15,24.43,81.87643615,30.746,36.6
7727,46.47,20.76,78.39114575,31.33,37.2
7728,44.16,7.73,78.3075664,28.038,34.36
7729,40.82,12.36,80.5422807,25.855,32.77
7730,41.71,11.03,75.45481039,24.408,31.68
7731,38.57,5.15,71.64577685,23.353,30.89
7732,38.95,5.76,71.58660844,23.222,29.53
7733,41.55,10.81,60.28120423,24.906,28.93
7734,44.72,15.15,56.96877162,29.476,32.68
7735,48.08,25.08,61.69093511,38.915,39.03
7736,55.01,32.27,80.35661557,45.901,46.07
7737,54.99,32.14,79.84508128,47.132,48.39
7738,54.12,25.84,85.38476389,44.354,45.98
7739,52.28,25.23,85.85379633,43.189,43.86
7740,52.7,25.24,84.39594523,43.106,42.12
7741,51.5,25.09,89.57687137,42.827,36.75
7742,51.59,25.32,89.3938352,43.8,39.95
7743,52.16,25.91,83.42041474,44.622,42.55
7744,53.64,29.93,106.2506433,45.382,43.16
7745,53.63,32.95,128.9318793,45.887,44.75
7746,56.43,38.22,125.9715062,47.054,46.94
7747,53.11,38.96,122.1251392,45.337,44.9
7748,51.56,38.95,100.4301764,43.901,40.46
7749,47.17,34.92,85.35439672,38.767,32.37
7750,45.1,32.18,83.3548001,34.359,22.47
7751,42.44,24.97,95.39989212,31.398,25.8
7752,35.33,22.83,75.06269572,26.492,0.49
7753,25.01,27.66,72.37857938,21.946,3.03
7754,33,25.04,71.41855728,19.955,0.04
7755,29.85,22.89,64.55250094,19.175,0.03
7756,30.8,23.25,62.23451289,19.126,0.02
7757,31.66,24.02,71.59004401,20.926,0.01
7758,32.02,26.1,43.36662915,24.267,6.15
7759,45.26,32.06,64.25303504,30.968,30.75
7760,51.74,41.97,66.7427804,39.697,38.27
7761,51.66,38.93,75.52535923,43.419,33.96
7762,49.78,43.9,70.36486306,43.37,35.89
7763,48.94,44.76,75.11257589,42.248,29.98
7764,48.78,47.11,82.40668454,41.649,31.89
7765,48.44,47.7,78.67848578,39.699,29.8
7766,49.05,46.44,72.21383908,39.431,28.88
7767,50.11,45.88,73.9032743,40.333,29.37
7768,56.55,44.51,74.93514977,42.473,35.7
7769,60.78,45.7,65.78779987,44.479,34.48
7770,67.95,50.1,62.93558839,47.527,40.97
7771,58.47,51.66,75.53823548,46.285,43.42
7772,52.85,45.4,70.77609052,45.685,42.91
7773,54,41.6,74.75225437,41.931,37.82
7774,50.06,35.57,74.69927092,39.498,36.76
7775,48.28,34.71,71.47216909,37.849,32.7
7776,44.65,29.09,61.49568134,33.476,30.44
7777,44.52,28.47,60.17233941,31.86,32.49
7778,42.83,24.95,63.40610376,30.822,32.47
7779,42.43,23.04,56.08981041,30.529,33.01
7780,42.17,22.38,55.23637038,31.743,32.98
7781,43.22,22.25,49.31423185,33.425,32.76
7782,44.42,22.61,42.77918314,37.134,33.02
7783,50.74,22.04,52.61503047,45.714,41.26
7784,57.31,25.69,62.92356914,53.033,48.96
7785,58.99,29.68,62.63372061,55.329,53.55
7786,54.2,31.52,67.97965006,55.12,50.01
7787,55.75,31.58,68.59712459,55.906,48.03
7788,58.25,33.24,79.74619972,56.743,47.91
7789,58.26,34.13,72.55192948,57.112,47.9
7790,59.56,32.83,55.70354001,56.93,46.72
7791,69.74,31.08,55.2748746,56.813,46
7792,66.6,31.48,60.16263986,57.549,47.19
7793,69.99,33.02,68.21221151,58.371,47.96
7794,70.94,42.85,77.22328559,60.182,58.68
7795,67.04,44.4,92.25049281,59.433,54.9
7796,61.16,40.11,68.71415791,58.118,49
7797,59.9,29.95,72.36620773,55.029,44.79
7798,51.65,26.54,101.5807034,52.072,38.67
7799,50.41,25.55,86.01852026,49.92,36.6
7800,48.53,24.35,72.68156705,46.339,33.38
7801,49.34,25.19,75.7377764,44.037,35.33
7802,49.73,23.93,72.93344288,43.452,32.87
7803,48.81,23.87,72.48641066,42.596,31.2
7804,50.66,22.7,79.58703973,43.575,29.74
7805,53.63,22.35,78.74036544,45.413,28.45
7806,50.68,22.59,74.62228194,48.634,28.49
7807,66.98,22.06,69.12115276,56.324,27.93
7808,82.93,22.87,90.74831717,62.735,28.55
7809,82,22.2,109.5611389,64.472,32.78
7810,87.4,24.02,113.8668817,64.507,28.62
7811,84,25.55,123.6367239,64.49,27.92
7812,92.93,28.21,126.1889897,64.515,25.51
7813,90.87,24.84,117.2507156,63.726,25.55
7814,95.16,24.01,115.6944011,63.52,25.6
7815,95.53,18.82,112.8060122,64.324,28.37
7816,94.37,22.88,109.3509182,64.987,32.79
7817,103,25.56,108.8325571,64.751,40.61
7818,128.26,34.42,114.6342809,66.148,41.01
7819,109.94,38.48,136.9837657,65.404,39.14
7820,84.08,32.47,124.8459112,64.453,35.66
7821,80.1,31.07,91.66778328,61.153,28.06
7822,70.45,28.26,105.4391142,57.889,25.45
7823,60.69,33,101.9117615,55.011,27.11
7824,55.74,25.02,86.23197505,51.474,20.35
7825,59.63,23.65,83.38498437,48.826,10.04
7826,57.36,24.52,78.53829929,47.378,23.3
7827,55,28.01,75.88318092,46.901,25.92
7828,55.98,25.02,72.85775222,47.353,25.97
7829,52.89,25.73,69.70096582,49.011,26.12
7830,59.53,27.85,63.71841334,52.339,25.9
7831,73.01,40.72,49.40176366,60.107,4.44
7832,95,66.14,59.29541734,65.762,11.07
7833,106,71.92,71.04342344,66.809,25.48
7834,98,68.19,82.40154646,66.54,25.42
7835,97.17,59.91,96.94913894,67.259,26.94
7836,98.93,55.01,93.8608837,64.211,28.7
7837,98.28,50.95,95.6753725,61.904,27.34
7838,94.9,55.07,93.66116053,61.485,28.29
7839,93.6,60.04,78.48557918,62.567,31.46
7840,94.43,62.9,73.19323205,63.603,37.87
7841,97.09,70.82,59.84393983,64.211,38.96
7842,109.2,99.77,58.37676504,65.071,43.85
7843,96.02,74.93,63.94618109,63.305,46.02
7844,86.11,51.91,47.24764573,61.217,48.12
7845,75.56,43.5,41.72916339,57.335,42.96
7846,63.48,36.39,50.54604031,54.056,39.95
7847,58.66,34.15,70.48575562,52.174,39.95
7848,52.12,29.13,56.21055357,49.438,35.21
7849,63.03,34.31,28.95670264,46.592,33.08
7850,55.3,30.2,28.5156248,44.691,32.73
7851,52.03,28.27,-5.192851275,43.295,32.68
7852,52.83,27.03,-9.289999481,43.397,31.57
7853,50.36,27.1,-12.1910291,43.429,33.02
7854,50.13,27.02,-13.12983992,43.853,32.69
7855,50.36,33.01,4.47311406,44.538,45.99
7856,53.35,45.23,9.733825068,48.1,55.19
7857,63.17,46.44,-6.452586965,51.334,55.09
7858,72.2,43.67,-1.813193294,53.196,40.07
7859,73.49,35.13,16.78110464,53.591,45.92
7860,73.17,34.18,18.55805919,53.476,41.07
7861,73.01,31.29,20.76057955,52.963,45.31
7862,66.93,32.23,21.92282339,52.139,45.15
7863,64.57,33.64,18.61049107,51.484,49.58
7864,65.04,40,51.07630659,52.345,49.7
7865,68.11,43.98,32.34957532,54.339,51.26
7866,74.5,46.44,46.91719232,56.537,58.26
7867,70.8,41.84,48.43224909,55.917,60.49
7868,71.79,37.58,41.6818555,54.132,55
7869,61.97,32.24,46.57559085,50.859,47.57
7870,56.21,35.25,48.28074767,48.705,38.1
7871,55.04,30.67,51.91692573,48.241,35.5
7872,49.31,28.25,44.92506204,45.436,31.99
7873,51.94,29.48,54.18200122,42.858,32.55
7874,49.86,29.83,51.63076918,40.821,33.55
7875,50.34,29.14,58.1995197,40.004,33.89
7876,48.46,28.39,63.64694234,39.637,32.62
7877,48.07,29.49,62.39694653,39.487,32.94
7878,48.07,28.36,68.45795471,39.227,34.53
7879,49.09,31.85,67.01972562,38.997,37.8
7880,47.97,50.58,54.45655089,40.614,47.77
7881,54.16,46.99,62.17126336,43.344,52.25
7882,59.06,46.54,55.11879307,44.547,45.24
7883,60.84,48.53,15.66622469,45.594,44.67
7884,63.26,50.97,17.56134777,47.64,44.54
7885,52.96,50.58,20.98087357,47.969,41.53
7886,49.87,52.98,10.08310027,46.874,41.48
7887,58.76,52.4,10.20722217,46.554,45
7888,50.93,51.21,11.85822195,47.048,46.98
7889,61.47,51.59,13.60215317,48.28,48.87
7890,67.65,59.45,15.47449581,49.793,55.92
7891,65.45,46.66,23.51980389,48.856,53.2
7892,52.95,49.07,25.3208405,46.686,48.21
7893,52.45,37.81,15.24832248,43.223,44.08
7894,50.19,34.59,13.80585945,40.551,39.13
7895,50.62,34.12,18.56842656,40.047,36.83
7896,47.88,31,11.0637234,37.419,35.07
7897,49.45,34.99,14.78261706,35.038,35.44
7898,47.91,34.2,12.53878006,33.438,34.76
7899,46.42,32.3,10.34387715,32.508,33.28
7900,45.07,30.29,9.51601668,32.081,33.26
7901,44.8,31.4,3.535577481,33.562,34.12
7902,48.8,33.75,8.343988311,37.828,35.47
7903,56.94,38.93,7.044099611,46.662,42.99
7904,79.27,60.98,17.13609351,52.619,53.05
7905,83.08,60.08,19.78543889,55.126,53.5
7906,81.21,59.19,32.07719487,56.942,53.03
7907,80.25,60.96,15.28005121,58.824,51.34
7908,86.99,62.97,15.50741133,60.548,50.99
7909,86.93,57.51,15.32634944,62.501,50.2
7910,92.42,56.8,24.3202643,62.261,50.48
7911,94.74,60.03,20.27101093,63.112,52.01
7912,95,65.05,57.80024664,63.519,52.91
7913,100.02,65.12,67.71259791,63.572,54.57
7914,105.02,83.91,73.28066189,64.717,61.54
7915,94.05,72.17,78.59736917,63.742,59.02
7916,85,62.05,64.80185101,62.039,56.3
7917,77.61,47.52,39.80059911,58.866,51.28
7918,70.96,37.35,64.45359309,55.992,45.33
7919,59.92,47.06,34.39697894,54.034,42.93
7920,56.19,35.77,27.08713867,50.499,37.12
7921,54.18,32.94,21.30787335,47.308,37.39
7922,52.55,31.67,16.48626497,45.956,37.25
7923,52.57,29.96,30.37032817,45.213,36.68
7924,51.01,29.98,16.87425515,46.194,36.51
7925,51.55,30.09,29.2998454,47.374,36.67
7926,54.97,29.33,22.90670536,50.316,37.93
7927,71.9,33.81,34.63710205,57.702,45.84
7928,93.03,46.67,53.07663834,63.459,59.93
7929,100,47.96,62.07354454,65.534,65.69
7930,99,47,61.34746981,65.425,64.26
7931,93.37,44.98,62.26881199,65.315,58.51
7932,95,48.07,71.85853902,64.874,59.11
7933,88.98,39.2,65.92693349,63.867,55.79
7934,88.21,36.21,70.65712054,63.55,57
7935,85.99,36.1,67.33933523,64.025,61.68
7936,86.94,39.49,70.71882501,64.388,67.54
7937,87.19,44.92,64.42681556,65.478,72.66
7938,98.27,47.66,64.88649804,66.403,110.13
7939,92.43,37.32,65.15718876,64.363,79.81
7940,82.76,33.02,50.91091147,62.22,69.99
7941,70.16,31.17,47.87215005,57.695,59.64
7942,57.55,29.55,77.25751434,53.491,52.23
7943,54.43,29.18,70.65030829,50.39,49.73
7944,50.09,26.18,63.94616355,46.019,45.17
7945,48.97,27.03,67.71111659,41.476,45.97
7946,47.57,23.01,68.30535621,39.281,44.78
7947,47.01,23.04,63.06014782,37.853,42.75
7948,46.28,23.01,61.7183504,37.888,40.37
7949,46.73,24.15,54.9488588,37.818,41.47
7950,48.95,24.14,46.74933442,40.837,45.45
7951,55.78,27.71,56.69381016,47.846,53.56
7952,67.76,28.06,68.74386653,53.027,76.73
7953,70,31,80.29233971,53.88,91.54
7954,65.29,35.04,98.32342513,51.944,80.34
7955,55.22,30.02,84.08249956,50.032,77.91
7956,53.54,31.75,91.78788694,48.817,74.87
7957,52.88,31.72,82.61177094,47.615,70.48
7958,52.88,30.09,83.65321733,48.485,67.01
7959,53.21,32.96,90.47399871,49.557,68.34
7960,57.25,33.95,89.83198603,50.246,78.69
7961,60.73,35.46,92.02616744,48.998,84.04
7962,62.25,37.48,95.53336972,48.796,106.35
7963,51.63,32.33,81.73683003,47.36,79.66
7964,50.42,31.17,72.92131155,46.196,73.01
7965,47.79,24.08,78.52621697,40.957,59.02
7966,46.21,20.52,93.51226572,37.132,52.91
7967,44.91,20.22,91.60710565,35.102,51.74
7968,38.47,10.92,81.49768687,30.79,46.46
7969,40.95,-0.04,69.27840443,28.314,48.93
7970,36.84,-0.97,68.06409985,26.359,45.91
7971,35.1,-0.9,71.60118983,26.07,45.01
7972,37.57,-0.77,67.60552804,26.746,42
7973,39.94,-0.96,64.97145821,28.316,41.12
7974,43.69,0.05,36.38652657,31.615,42.48
7975,52.51,0,47.5969517,39.34,41.97
7976,59.71,10.06,66.49334413,45.906,45.04
7977,61.87,13.07,74.92516133,47.297,45.69
7978,53.75,16.47,79.74833369,45.467,49.26
7979,57.96,18.98,90.98670677,44.372,50.34
7980,56.55,20.76,91.74399027,43.96,49.01
7981,55.8,20.79,84.72499462,43.178,49.08
7982,56.56,20.38,90.10912343,43.899,48.34
7983,55.67,17.11,82.54576896,44.356,47.86
7984,56.67,15.04,85.76579846,44.737,47.86
7985,57.09,16.28,87.28161303,44.474,50.23
7986,59.36,16.57,90.71961818,44.395,54.17
7987,58.7,20.91,87.92009502,42.836,56.14
7988,55.68,16.73,71.70746411,42.387,53.83
7989,47.88,13.79,81.13337279,39.289,47.66
7990,45.63,12.22,77.22143069,36.72,41.99
7991,43.78,13.91,92.92771007,35.527,41.62
7992,40.31,0.07,83.27793138,32.194,39.65
7993,36.13,10.04,66.33542868,30.493,38.9
7994,37.68,-0.09,62.61426198,29.431,37.6
7995,37.53,-0.94,52.10143928,28.529,37.03
7996,37.86,-0.99,51.43745349,28.937,35.97
7997,39.51,-0.04,40.66756564,30.856,36
7998,43.05,10.78,24.92603338,34.072,38.04
7999,50.52,21.85,21.8427638,41.571,38.37
8000,66.84,30.41,44.13938686,47.889,40.6
8001,68.02,33.42,40.95761253,50.815,43.01
8002,68.03,28.28,57.34528695,51.28,45.23
8003,68.19,28.88,51.9194921,52.376,45.12
8004,67.98,30.09,46.08623876,53.414,46.31
8005,67.2,30.03,48.07801257,54.354,46.27
8006,67.24,32.45,50.40096934,54.975,44.71
8007,65.3,35.79,55.87129333,55.356,43.77
8008,64.95,35.38,57.08934822,55.838,44.96
8009,67.24,37.89,65.85903937,56.935,49.1
8010,72.34,47,58.72738234,57.651,55.16
8011,68.92,45.26,63.75947873,56.085,58.26
8012,63.5,39.83,40.7076763,53.919,58.97
8013,66.27,35.72,38.51513874,49.884,55.98
8014,57.55,30.02,2.476773842,46.641,52.26
8015,53.91,27.14,15.50467777,44.636,49.91
8016,44.29,18.52,10.37650248,40.858,45.17
8017,44.33,20.17,-4.83638951,37.297,46.6
8018,42.09,17.41,-5.511627291,34.876,43.04
8019,42.03,16.08,-5.81487903,33.6,42.07
8020,42.05,17.48,-4.925118563,33.038,38.82
8021,44.56,20.48,-8.33462703,33.15,39.09
8022,43.37,21.95,-5.76661656,33.605,43.21
8023,42.89,24.59,-4.471152187,35.092,57.25
8024,45.6,38.9,-9.529393802,39.006,70.42
8025,53.91,46.94,-5.62608548,41.412,77.18
8026,61.23,44.91,11.885628,42.191,67.07
8027,57.39,43.29,11.23705302,41.262,62
8028,58.4,45.88,18.68601757,40.028,58.66
8029,58.15,42.5,18.13671614,38.965,56.01
8030,51.88,44.93,11.28822976,39.685,55.06
8031,51.02,45.6,12.31352563,41.729,55.06
8032,52.3,45.52,14.31158802,43.73,55.14
8033,51.23,48.4,16.63593662,43.811,55.61
8034,58.35,58.55,38.16477722,43.309,62.62
8035,49.6,46.99,23.1407223,40.532,61.17
8036,45.37,38.91,25.61415928,36.271,52.72
8037,37.55,36.03,22.05911527,31.193,42.85
8038,32.05,31.93,11.59754807,27.748,40.1
8039,34.35,31.01,19.19351744,26.726,38.61
8040,25,27.52,15.56573392,22.719,32.92
8041,30.26,24.49,15.07316392,19.376,32.04
8042,24.35,22.52,7.522339189,17.924,33.95
8043,22.58,21.72,5.997712265,16.801,33.16
8044,21.22,21.79,4.231583233,16.694,34.08
8045,20.82,23.06,5.764831308,16.631,35.34
8046,19.65,25.04,0.760775387,16.642,38.43
8047,17.07,30.03,26.34094038,16.035,43.97
8048,20.86,41.16,62.29049433,18.038,54.91
8049,24.38,44.31,71.09418821,21.491,57.64
8050,30.76,43.5,75.89363852,24.878,61.28
8051,36.96,40.51,75.69456915,26.666,64.21
8052,39.11,42.89,79.86464737,28.579,63.75
8053,39.16,36.67,81.381182,28.825,60.96
8054,36.27,47.78,88.39116388,27.857,63.07
8055,31.76,44.91,88.33658195,27.098,61.47
8056,30.54,47.44,88.55197865,27.274,60.88
8057,30.31,48.22,91.37145503,29.056,62.06
8058,38.37,56.44,100.6871821,31.366,77.98
8059,38.39,44.91,104.5059514,32.26,75.25
8060,36.28,43.02,109.6760309,30.688,66.32
8061,36.86,35.72,94.81844813,29.219,57.66
8062,33.41,31.02,83.18342908,28.338,53.34
8063,37.04,29.4,82.68066993,29.014,50.16
8064,28.37,27.05,70.86878877,24.761,47.13
